Organisation,Country,maxRating,avgRating,numUsers
Indian Institute Of Technology (BHU) Varanasi,India,1612,1612.0,1
ajay kumar garg engineering college,India,1945,1551.3333333333333,12
Zhongyuan University,China,1605,1605.0,1
IIT(BHU) Varanasi,India,1605,1605.0,1
SDUT,China,1605,1547.0,2
Suzhou Institute of Technology,China,1605,1605.0,1
kkks clan,China,1605,1605.0,1
Universidad de Murcia,Spain,1855,1855.0,1
snus lovers club,Russia,1710,1710.0,1
Dalian University,China,1605,1605.0,1
Babeș-Bolyai University,Romania,1810,1676.0,2
Orifleim,Kazakhstan,1960,1960.0,1
Amirkabir University of Technology,Iran,2044,2044.0,1
Indian Institute Of Technology Varanasi,India,1604,1604.0,1
Misr High Institute .,Egypt,1604,1604.0,1
TDV - Bakı Türk liseyi,Azerbaijan,1644,1644.0,1
United International University,Bangladesh,1603,1562.0,2
The University of Hong Kong,Mongolia,1610,1610.0,1
23rd Dynasty,Turkey,1698,1679.0,2
IIIT  Allahabad,India,1809,1581.375,8
IIT Jodhpur,India,1603,1484.4545454545455,11
NIT Raipur,India,1691,1496.0,7
Heritage Institute Of Technology,India,1632,1519.5,2
Technical University Gheorghe Asachi of Iasi,Romania,1603,1603.0,1
South China Normal University,China,1642,1576.0,3
Brainstorm,India,1790,1790.0,1
IIIT KOTTAYAM,India,1708,1609.6,5
Faculty of Engineering - Mansoura University,Egypt,1732,1538.111111111111,9
Alameh Helli 5,Iran,1688,1688.0,1
LNMIIT,India,1749,1567.3636363636363,11
Hung Yen Specialized High School,Vietnam,1712,1640.0,2
Heilongjiang University,China,1602,1558.6666666666667,3
_RED__ Fan Club,Palestinian Territory,1692,1692.0,1
Indian Institute of Technology Roorkee,India,1845,1594.9,10
Lushan School of FLS,China,1601,1601.0,1
Guangzhou Tieyi High School,China,1673,1673.0,1
KIET GROUP OF INSITUTIONS,India,1601,1488.3333333333333,6
Guangxi University,China,1601,1536.5,2
Dushyant singh fan club,India,1894,1730.5,2
Dartmouth,United States,1989,1989.0,1
null,China,1600,1600.0,1
Shuchiin Academy,Japan,1600,1600.0,1
Dayananda Sagar College Of Engineering,India,1789,1522.2307692307693,13
VNR VJIET,India,1688,1537.0,7
Ukg Ktl,Kazakhstan,1600,1560.3333333333333,3
UFV,Brazil,1780,1645.3333333333333,3
TDog Religion,Japan,1600,1600.0,1
National Taipei University of Technology,Taiwan,1786,1786.0,1
IIT Ropar,India,1754,1591.0,4
University of Chittagong,Bangladesh,1599,1557.6666666666667,3
University of Auckland,New Zealand,1599,1599.0,1
Tianjin Polytechnic University,China,1599,1599.0,1
ZAFU,China,1658,1616.25,4
BMS college of engineering,India,1599,1540.5,2
Nguyen Tat Thanh Gifted High School,Vietnam,1660,1609.5,2
Southwest Minzu University,China,1598,1499.5,2
IIIT Sonepat,India,1664,1508.4444444444443,9
Indian Institute Of Technology Jodhpur,India,1598,1551.2857142857142,7
Minzu University of China,China,1598,1598.0,1
FAFU,China,1599,1599.0,1
Lviv NU,Ukraine,1871,1748.5,2
Jamia Millia Islamia,India,1607,1545.3333333333333,3
Harbin University of Science and Technology,China,1718,1718.0,1
IIIT Bhagalpur,India,1597,1486.857142857143,7
American International University Bangladesh,Bangladesh,1641,1565.75,4
Фан-клуб PrideBlack,Russia,1733,1677.0,2
IIIT Vadodara,India,1724,1553.6666666666667,6
TYZ2022,China,1608,1608.0,1
Wroclaw University of Science and Technology,Poland,1653,1653.0,1
#define int long long gang,Canada,2030,2030.0,1
Telkom University,Indonesia,1671,1595.0,3
CYB Codergang,Vietnam,1836,1836.0,1
PSG iTech,India,1594,1564.0,2
club of love a geometry,Russia,1594,1594.0,1
I_HATE_GEOMETRY,Russia,1833,1833.0,1
305a,Belarus,1594,1594.0,1
Pinghushi Zhichuan School,China,1912,1912.0,1
12306,China,1622,1622.0,1
RBC_202,India,1594,1594.0,1
THPT Chuyen Ha Long,Vietnam,1646,1646.0,1
Madan Mohan Malaviya University of Technology,India,1683,1560.3333333333333,12
NIS Semey,Kazakhstan,1726,1726.0,1
Almaty KTL,Kazakhstan,2007,2007.0,1
Zhoushan Senior-High,China,1794,1794.0,1
Universidad Autonoma de Ciudad Juarez,Mexico,1593,1593.0,1
Shijiazhuang Tiedao University,China,1655,1655.0,1
THPT Chuyen Le Hong Phong Nam Dinh,Vietnam,1753,1753.0,1
AtCoder_fan_club,India,1672,1672.0,1
University of Washington,United States,1986,1684.6666666666667,3
NIT Warangal,India,1677,1554.142857142857,7
University of Bath,Ireland,1681,1681.0,1
Premier University Chittagong,Bangladesh,1628,1628.0,1
CHANDIGARH UNIVERSITY,India,1652,1532.5714285714287,7
Blibli.com,Indonesia,1659,1659.0,1
(IIT) ISM DHANBAD,India,1610,1529.5,4
Tongling No.1 High School,China,1698,1698.0,1
Jiaochuan Academy,China,1589,1589.0,1
Al-Baath University,Syria,1849,1849.0,1
SVNIT,India,1822,1737.5,2
Tatars,Kazakhstan,1672,1672.0,1
Universidad Panamericana,Mexico,1673,1594.0,2
HNCU,China,1588,1588.0,1
NEPU,China,1587,1587.0,1
INSAT,Tunisia,1800,1610.5,6
Reykjavik University,Iceland,1586,1586.0,1
The University of Texas at Austin,United States,1588,1588.0,1
Guangzhou Nanfang University,China,1654,1654.0,1
ADA University,Azerbaijan,1723,1723.0,1
lyceum №29,Russia,1585,1585.0,1
Fuyang Normal University,China,1738,1738.0,1
THPT Marie Curie,Vietnam,1816,1816.0,1
Xiamen No.1 High School of Fujian,China,1608,1608.0,1
Fci south valley university,Egypt,1664,1538.3333333333333,6
DMCE,India,1786,1786.0,1
SlavicG fanclub,Moldova,1583,1583.0,1
Jimei University,China,1662,1596.6666666666667,3
IIIT Bhubaneswar,India,1838,1838.0,1
NUBNUBNUBNUB,Georgia,1776,1776.0,1
Bangladesh University of Business and Technology,Bangladesh,1596,1474.1,10
FCI Kafrelsheikh University,Egypt,1632,1607.0,2
Xi'an Youdian University,China,1707,1707.0,1
NIT Kurukshetra,India,1636,1552.142857142857,7
Monash University,Australia,1589,1589.0,1
University of Tokyo,Japan,1761,1761.0,1
cxhscst2's Fans Club,China,1991,1991.0,1
JZ No.1 Middle School,China,1580,1580.0,1
TRLI Hotam and PV,Tajikistan,1733,1610.6666666666667,3
THPT Chuyên Biên Hoà Hà Nam,Vietnam,1924,1924.0,1
Quoc Hoc Hue,Vietnam,1580,1580.0,1
Syrian Virtual University,Syria,1679,1577.25,4
ICPC ORGANIZER,Senegal,1579,1579.0,1
Minya University,Egypt,1732,1489.0,9
Universidad de Oriente,Cuba,1608,1553.0,3
Yosik BIL,Kazakhstan,1685,1607.75,4
PMF Podgorica,Montenegro,1631,1631.0,1
Naruto Fandom,India,1659,1659.0,1
IIITA,India,1578,1578.0,1
IET DAVV,India,1988,1601.4285714285713,7
Yancheng Luming Road JHS,China,1578,1578.0,1
Gokuldham Society,India,1578,1578.0,1
swust,China,1599,1599.0,1
FESMU,Russia,1774,1774.0,1
FCI Luxor University,Egypt,1607,1607.0,1
Free University of Berlin,Germany,1577,1577.0,1
Voronezh State University,Russia,1577,1577.0,1
Indian Institute Of Technology Gandhinagar,India,1578,1578.0,1
ECJTU,China,1635,1635.0,1
Black Sea National University,Ukraine,1680,1680.0,1
Universidad Catolica Boliviana San Pablo,Bolivia,1626,1626.0,1
Antihype,Russia,1617,1617.0,1
Trường THPT Chuyên Vĩnh Phúc,Vietnam,1609,1536.0,2
Billal Hossain fan club,Bangladesh,1760,1630.5,2
Lobachevsky State University of NN,Russia,1575,1575.0,1
Do Dang Truc An,Vietnam,1805,1805.0,1
IIT BHU,India,1679,1534.2727272727273,11
IIIT Nagpur,India,1575,1575.0,1
Straw Hat Pirates,India,1574,1574.0,1
PTIT Vietnam,Vietnam,1832,1557.4,5
International Islamic University Chittagong,Bangladesh,1617,1513.3333333333333,15
KCIS Taipei Campus,Taiwan,1666,1666.0,1
h_squared Fan Club,South Korea,1597,1597.0,1
Xi'an University of Technology,China,1725,1725.0,1
Shahid Ezheie 3,Iran,1574,1574.0,1
Tufts University,United States,1574,1574.0,1
Southwest University,China,1574,1574.0,1
IUH.H32PL,Vietnam,1900,1623.5,4
Jalpaiguri Government Engineering College,India,1757,1611.5,2
Universidad del Valle,Colombia,1573,1573.0,1
Indian Institute of Technology Patna,India,1587,1530.6,5
South-Central Minzu University,China,1573,1573.0,1
bhagwan parshuram institute of technology,India,1648,1587.1666666666667,6
Xuzhou University of Technology,China,1573,1573.0,1
King's College London,Romania,1990,1990.0,1
NIT Calicut,India,1630,1609.5,2
Chuyen Nguyen Hue,Vietnam,1889,1670.25,4
Elektronski fakultet Niš,Serbia,1582,1582.0,1
Wuhan University  of Technology,China,1572,1504.0,3
BCMS,China,1572,1572.0,1
Pabna University of Science and Technology,Bangladesh,1631,1631.0,1
Improvis,Armenia,1606,1526.0,3
NIT Rourkela,India,1616,1558.888888888889,9
Bayt Al-Ḥikmah,Egypt,1872,1872.0,1
Henan Normal University,China,1592,1512.0,2
Dasturchilar klubi,Uzbekistan,1707,1609.5,4
Computers and Information Fayoum university,Egypt,1678,1505.375,8
Jiaozuo No.1 High School,China,1568,1568.0,1
LASM,Moldova,1630,1594.0,2
AGH University of Science and Technology,Poland,1568,1499.6666666666667,3
JGSU,China,1568,1568.0,1
North South University,Bangladesh,1608,1516.0,7
Arab Academy for Science and Technology,Egypt,1682,1682.0,1
FCAI - BSU,Egypt,1567,1526.5,2
SundarSTEM Class 10-B,Pakistan,1578,1578.0,1
OmarAbdo|FanClub,Egypt,1663,1595.5,2
Shizuoka HighSchool,Japan,1577,1577.0,1
MLZ inc.,Russia,1649,1649.0,1
Harbin Institute of Technology@Weihai,China,1664,1543.5,2
Pranveer Singh Institue Of Technology,India,1742,1742.0,1
Fan club of Taras Derkach,Ukraine,1566,1566.0,1
NJU,China,1655,1655.0,1
University of Melbourne,Vietnam,1834,1834.0,1
ZSP nr 1 im.ks. S. Konarskiego,Poland,1565,1565.0,1
Namangan Presidential School,Uzbekistan,1565,1565.0,1
Home,United States,1632,1632.0,1
Shandong University of Technology,China,1697,1605.0,2
SCTR'S Pune Institute of Computer Technology,India,1564,1564.0,1
Indian Institute of Information Technology Surat,India,1563,1507.5,2
IIIT - Guwahati,India,1586,1509.6666666666667,3
Gokaraju Rangaraju Institute of Engineering,India,1616,1535.3333333333333,3
Zhejiang Sci-Tech University,China,1589,1589.0,1
Motilal Nehru National Institue of Technology,India,1617,1476.7333333333333,15
naseem17_fans_club,Syria,1579,1579.0,1
SFU IKIT,Russia,1569,1569.0,1
NIT Puducherry,India,1579,1579.0,1
Lhf Fan Club,China,1738,1738.0,1
IIT(ISM) DHANABAD,India,1561,1513.0,4
Daffodil International University,Bangladesh,1561,1485.6363636363637,11
Tomsk PU,Antarctica,1860,1860.0,1
Faculty of Engineering - Minya University,Egypt,1623,1587.5,2
GBOU FMS 2007,Russia,1581,1581.0,1
Cairo University -FCAI,Egypt,1712,1712.0,1
Maulana Azad National Institute of Technology,India,1728,1538.9285714285713,14
psychiatric hospital 9,Belarus,1628,1540.5,4
Thakur college of Engineering and Technology,India,1579,1579.0,1
NIT Agartala,India,1707,1547.1666666666667,6
gujarat university,India,1560,1560.0,1
Computer Center,Belarus,1559,1559.0,1
Wu-Tang Clan,Antarctica,1636,1636.0,1
IUG,Palestinian Territory,1597,1597.0,1
QUST,China,1559,1533.6666666666667,3
Macao Computer Society,Macao,1561,1561.0,1
Indian Institute of Technology Delhi,India,1715,1521.857142857143,7
Indian Institute of Technology Kanpur,India,1670,1581.0,2
Gymnasium J.J.Zmaj,Serbia,1558,1558.0,1
guat,China,1558,1492.5,2
Chittagong University of Eng and Tech,Bangladesh,1728,1540.388888888889,18
PES University,India,1600,1521.5,4
Linyi University,China,1609,1597.0,2
I LOVE DIANA GUBAR,Ukraine,1557,1557.0,1
NIT Durgapur,India,1748,1533.875,8
Tamer El-Gayar Fan Club,Egypt,1557,1483.5,2
SMART Family Sohag,Egypt,1557,1557.0,1
Chengdu University of Information Technology,China,1698,1698.0,1
@progmatic fan club,Bangladesh,1658,1658.0,1
Damascus University - CAE,Syria,1709,1709.0,1
Veermata Jijabai Technological Institute,India,1573,1530.6666666666667,3
Gimnazija Požega,Croatia,1639,1575.0,3
IIIT Kota,India,1784,1571.25,4
mkshh fan-club,Japan,1729,1729.0,1
1st secondary school of Ulaanbaatar,Algeria,1555,1555.0,1
USICT,India,1856,1856.0,1
Damascus University ITE,Syria,1659,1561.25,4
Military Institute of Science and Technology,Bangladesh,1660,1523.75,4
bieoiibe_fanclub,Vietnam,1554,1554.0,1
Arch Forum,India,1553,1553.0,1
Brigham Young University,United States,1618,1609.0,2
Thadomal Shahani Engineering College,India,1645,1630.75,4
IIT (BHU) Varanasi,India,1567,1497.0,2
Liceul de Informatica Iasi,Romania,1552,1552.0,1
Hanoi - Amsterdam High School for the Gifted,Vietnam,1591,1571.5,2
Università di Udine,Italy,1661,1661.0,1
CMRCET,India,1664,1664.0,1
TCFSH,Taiwan,1556,1556.0,1
MO's algo enjoyers,Russia,1630,1630.0,1
NIT Jalandhar,India,1624,1565.6666666666667,3
Ningbo Science High School,China,1551,1551.0,1
HZAU,China,1713,1575.6666666666667,3
Hunan University of Science and Technology,China,1552,1505.7142857142858,7
Zhaksylyk Fan Club,Kazakhstan,1550,1550.0,1
Nerdvana,Romania,1550,1550.0,1
BFCAI Benha University,Egypt,1753,1552.875,8
CODE work,Russia,1550,1550.0,1
East West University,Bangladesh,1550,1499.0,3
Gimnazija Lucijana Vranjanina,Croatia,1620,1620.0,1
Universitat Illes Balears,Spain,1550,1550.0,1
MNNIT-A,India,1550,1550.0,1
Vladimir Kurenkov fun club,Russia,1600,1600.0,1
I-Love-niggers,Kazakhstan,1737,1737.0,1
CW's Fans Club,China,1549,1549.0,1
Kookmin University,South Korea,1683,1683.0,1
Farzanegan3,Iran,1549,1549.0,1
ONAFT,Ukraine,1752,1752.0,1
Suzhou University of Science and Technology,China,1745,1575.6666666666667,3
Yuyao High School,China,1988,1988.0,1
Lycée Pilote de Sfax,Tunisia,1682,1682.0,1
National Cheng Kung University,Taiwan,1548,1548.0,1
Pyqe Fan Club,Indonesia,1594,1594.0,1
L.D. College Of Engineering,India,1689,1607.0,3
MAN Insan Cendekia Serpong,Indonesia,1699,1699.0,1
' IIT - Guwahati ',India,1548,1528.0,2
full solvers,Saudi Arabia,1547,1482.0,2
Malaviya National Institute of Technology(MNIT),India,1792,1704.0,3
IPVCE Carlos Roloff,Cuba,1571,1571.0,1
Mandarinka,Belarus,1546,1546.0,1
You can have all that you ever want,India,1546,1546.0,1
hi,Egypt,1546,1546.0,1
Jaber Fan Club,Syria,1580,1526.6666666666667,3
V4,North Korea,1635,1635.0,1
Viettel,Vietnam,1759,1759.0,1
Universitas Gadjah Mada,Indonesia,1863,1863.0,1
Little PyPy Squad,Russia,1590,1590.0,1
Ohutonics Research Institute,Japan,1746,1746.0,1
(AUST) University,Syria,1545,1545.0,1
We love you Dima!,Belarus,1544,1544.0,1
Faculty of Engineering at Shoubra,Palestinian Territory,1694,1514.8,5
NEOI 2023,China,1567,1567.0,1
Linear Algebra Fun Club,Kazakhstan,1622,1558.0,2
Teryak_Fourooshy,India,1544,1544.0,1
IIIT Dharwad,India,1618,1545.5,2
ABV-IIITM Gwalior,India,1656,1544.0,2
China Jiliang University,China,1543,1543.0,1
Constructor Institute,Kazakhstan,1761,1761.0,1
Chinese Communist Youth League,China,1542,1542.0,1
Ivanovo State Power University named by Lenin V.I.,Russia,1697,1697.0,1
NIT KKR,India,1830,1830.0,1
Industrial University Ho Chi Minh city,Vietnam,1541,1541.0,1
ZJXU,China,1580,1580.0,1
AKS University,India,1541,1541.0,1
@Farid Murad Fan Club,Egypt,1541,1541.0,1
Instituto Superior Técnico,Portugal,1560,1560.0,1
vinnipuh01 Fan-Club,Kazakhstan,1663,1663.0,1
Galen Colin fan-club,India,1540,1540.0,1
BaN,Spain,1787,1787.0,1
ITESM Campus Guadalajara,Mexico,1540,1540.0,1
KNTU,Iran,1994,1994.0,1
Sylhet Engineering College,Bangladesh,1615,1551.857142857143,7
IPVCE Ernesto Guevara,Cuba,1733,1733.0,1
NURORDA High School,Kazakhstan,1619,1619.0,1
IIIT-R,India,1539,1539.0,1
haui,Vietnam,1647,1647.0,1
ENSTA Paris,Tunisia,1741,1741.0,1
IIT Jammu,India,1566,1541.3333333333333,3
Liverpool FC,China,1538,1538.0,1
Le Hong Phong high school for the gifted,Vietnam,1538,1485.3333333333333,3
VNUK++,United Kingdom,1546,1525.6666666666667,3
amlelephant fan club,United Kingdom,1551,1551.0,1
Muhammadjon Hakimov's Fan-club,Tajikistan,1537,1537.0,1
Physics and Mathematics lyceum #1 by M.Osimi,Tajikistan,1633,1633.0,1
University of Szeged,Hungary,1665,1665.0,1
THPT Tay Ho-Ha Noi,Vietnam,1650,1650.0,1
IIT Madras,India,1644,1587.5,2
Long An High School for the Gifted,Vietnam,1573,1573.0,1
COPs DSEU,India,1589,1545.5,2
Shahid Madani High School,Iran,1852,1852.0,1
American University of Central Asia,Kyrgyzstan,1562,1459.0,3
FCAI  sohag University,Egypt,1535,1535.0,1
IIIT UNA,India,1654,1654.0,1
AASTU,Ethiopia,1554,1554.0,1
Allame Helli 4,Iran,1648,1648.0,1
THPT chuyên Lê Khiết,Vietnam,1554,1554.0,1
1337 furure is loading,Morocco,1755,1620.5,2
FonTex,Argentina,1879,1879.0,1
China Genshin University,Russia,1533,1533.0,1
Huaibei Normal University,China,1533,1533.0,1
University Visvesvaraya College of Engineering,India,1662,1575.0,2
Quzhou No.4 Middle School,China,1543,1472.0,2
Clear and sunny day,China,1533,1533.0,1
Industrial University of Ho Chi Minh city,Vietnam,1532,1532.0,1
FQtwink20,Kazakhstan,1532,1532.0,1
Narula Institute of Technology,India,1570,1570.0,1
Taipei Municipal Datong High School,Taiwan,1556,1556.0,1
Suzhou Xinghai High School,China,1538,1538.0,1
Kyung Hee University,South Korea,1620,1584.6666666666667,3
7-DIMI,Uzbekistan,1573,1573.0,1
Zagazig University,Palestinian Territory,1724,1724.0,1
OTIA,China,1531,1531.0,1
mkshh hate club,Bhutan,1713,1581.5,2
Shahid Ezheie 1,Iran,1957,1721.0,2
sdfz,China,1530,1530.0,1
Faculty of Sciences Cairo university,Egypt,1530,1453.3333333333333,3
Gachon Univeristy,South Korea,1530,1530.0,1
Lovely Professional University,India,1694,1523.6666666666667,6
Netaji Subhas Institute Of Technology,India,1627,1588.3333333333333,3
Patuakhali Science and Technology University,Bangladesh,1529,1489.0,2
Universitat Politecnica de Valencia,Spain,1529,1485.25,4
Noakhali Science and Technology University,Bangladesh,1696,1612.2,5
Khulna University,Bangladesh,1583,1523.0,2
Canberra Grammar School,Australia,1528,1528.0,1
Irkutsk State University,Russia,1592,1592.0,1
Jangar Fan Club,Mongolia,1588,1509.5,2
Comandante-Ferraz Research Stn,Antarctica,1569,1569.0,1
IIT DHANBAD,India,1762,1522.8333333333333,6
ŽKH,Slovakia,1528,1510.5,2
Kharkiv University of Economics,Ukraine,1758,1758.0,1
Lebanese American University,Lebanon,1937,1710.0,2
Metropolitan University,Bangladesh,1687,1571.5,2
Bharati Vidyapeeth's College of Engineering,India,1623,1623.0,1
UFPE,Brazil,1632,1560.3333333333333,3
RAF,Serbia,1527,1527.0,1
Gym n. a Spartak Moshny Siske,Niger,1530,1530.0,1
Universidad Complutense de Madrid,Spain,1527,1463.25,4
Guangrao NO.1 Middle School,China,1527,1527.0,1
Ujs,China,1567,1567.0,1
Vignan's Institute of Information Technology,India,1527,1527.0,1
HFUT,China,1654,1552.0,2
Bad Luck Club,Japan,1577,1577.0,1
Universidade Federal do Amazonas,Brazil,1901,1626.3333333333333,3
0iq club,Kazakhstan,1572,1572.0,1
Kasapistan,Turkey,1733,1733.0,1
AHUT,China,1526,1526.0,1
ICHB + Nerdvana,Romania,1558,1558.0,1
Kattis,Singapore,1526,1526.0,1
ABBYY,Serbia,1582,1582.0,1
An-najah university,Palestinian Territory,1591,1520.3333333333333,3
IOI AKer Club,China,1580,1580.0,1
Nanchang University,China,1578,1570.0,2
Danang University of Science and Technology,Vietnam,1561,1553.5,2
DCAM MIPT,Russia,1525,1525.0,1
Criteo,France,1650,1650.0,1
AlBaath University,Syria,1823,1681.0,2
rebuilding,China,1946,1946.0,1
Botswana FanClub,Hong Kong,1524,1524.0,1
Thai Nguyen Gifted High School,Vietnam,1630,1630.0,1
NERU,Tajikistan,1549,1549.0,1
STEM 6th October High School for Boys,Egypt,1524,1524.0,1
sohag university,Egypt,1596,1474.25,8
Why do we fall? So we can learn pick ourselves up.,Vanuatu,1524,1524.0,1
Taichung Mingdao High School,Taiwan,1592,1592.0,1
Cốc Cốc,Vietnam,2011,2011.0,1
Success Code,Russia,1601,1546.0,3
Mclean Highschool,United States,1615,1615.0,1
IIT-BHU,India,1522,1456.6666666666667,3
Japan Advanced Institute of Science and Technology,Japan,2010,2010.0,1
Jiangsu University of Science and Technology,China,1630,1630.0,1
Federal University of Paraná,Brazil,1628,1628.0,1
Mirzo Ulughbek School,Uzbekistan,1521,1521.0,1
THPT Chuyen Luong Van Chanh,Vietnam,1606,1606.0,1
The Attached Middle School to JXNU,China,1521,1521.0,1
Jiangshan High School,China,1520,1520.0,1
AUST,Bangladesh,1539,1517.3333333333333,3
Tmath,Vietnam,1681,1681.0,1
Walmart,India,1519,1519.0,1
Justin Cyber,Palestinian Territory,1519,1519.0,1
FGIET RAEBARELLI,India,1525,1525.0,1
Dalian Maritime University,China,1584,1529.6666666666667,3
NIT DELHI,India,1529,1529.0,1
ZJGSU,China,1519,1519.0,1
Bombay Scottish School,India,1716,1716.0,1
KMUTT,Thailand,1519,1519.0,1
Penguin Intelligence Agency,Antarctica,1681,1605.6666666666667,3
MNIT Jaipur,India,1731,1731.0,1
Graphic Era University,India,1672,1541.8333333333333,6
Universidad de Ingeniería y Tecnología,Peru,1607,1607.0,1
ENSI,Tunisia,1622,1523.0,7
No Title,Egypt,1518,1518.0,1
Indian Institute of Technology Dhanbad,India,1518,1465.5,2
10A3 Tin - HSGS,Vietnam,1518,1518.0,1
Ahmed57 Fan Club,Egypt,1517,1517.0,1
Rushan Fuqian Rd School,China,1520,1520.0,1
the depot of Leprechauns on No.68 Floating Island,China,1525,1525.0,1
M O T I V A T E D,Kazakhstan,1634,1634.0,1
Hangzhou No.2 High School Baimahu,China,1584,1582.0,2
No Intern Club,India,1571,1571.0,1
Facultad de Ingeniería - UNAM,Mexico,1517,1462.3333333333333,3
EML #29,Russia,1660,1660.0,1
DentalMonitoring,France,1515,1515.0,1
SZ Foreign Language School,China,1552,1552.0,1
Shaoguan University,China,1534,1483.0,2
Max=Maks=Macs=scaM,United States,1523,1523.0,1
Universidad Nacional de Colombia Sede Medellín,Colombia,1559,1476.75,4
COEP Technological University,India,1523,1523.0,1
KCC institute of technology and management,India,1514,1514.0,1
WWP HSS,United States,1513,1513.0,1
Xiexiu Junior Middle School,China,1513,1509.0,2
sobrinos de sesar,Mexico,1595,1595.0,1
Zhengzhou University of Light Industry,China,1513,1513.0,1
BEWFZ,China,1600,1547.5,2
Nayra fan club,Egypt,1512,1512.0,1
THPT Chuyên Hoàng Lê Kha,Vietnam,1512,1458.6666666666667,3
Xinjiang University,China,1588,1588.0,1
INDIAN INSTITUTE OF TECHNOLOGY VARANASI ( IIT BHU),India,1618,1525.142857142857,7
Scaler School of Technology,India,1512,1508.0,2
University of Havana,Cuba,1984,1747.0,2
Tianfu No.7 High School,China,1677,1677.0,1
Squirtle Ki Gang,India,1511,1511.0,1
sungkyunkwan univ.,Singapore,1567,1567.0,1
Truong THPT Chuyen Ha Tinh,Vietnam,1593,1593.0,1
University of Jordan,Jordan,1510,1510.0,1
Guru Ghasidas University,India,1560,1560.0,1
i hate edu rounds,India,1583,1583.0,1
IIT Palakkad,India,1510,1468.0,4
Damietta University,Egypt,1539,1539.0,1
P. L. Kapitsa Phystech Lyceum,Russia,1613,1570.0,2
Vasavi College Of Engineering,India,1584,1584.0,1
IIT (ISM) dhanbad,India,2054,2054.0,1
BRUH™,Palestinian Territory,1529,1529.0,1
Hajmola fan club,India,1567,1567.0,1
Ningxia university,China,1730,1730.0,1
Tehran University,Iran,1589,1589.0,1
ISU IMIT,Russia,1508,1490.0,2
National Institute of Technology Goa,India,1609,1609.0,1
Future Gadget Lab,Vietnam,1583,1583.0,1
Liceul Tehnologic Aluniș,Romania,1508,1508.0,1
Le Hong Phong High school,Vietnam,1624,1511.3333333333333,3
Hanyang University (ERICA),South Korea,1556,1556.0,1
harshit15 fan club,India,1721,1721.0,1
Royal Institute of Technology,Sweden,1533,1533.0,1
IIT - Guwahati,India,1516,1505.0,2
Prva gimnazija Varazdin,Croatia,1506,1506.0,1
AAUP,Palestinian Territory,1613,1613.0,1
University of Science and Technology Beijing,China,1789,1789.0,1
Rangamati Science and Technology University,Bangladesh,1641,1530.5,2
RadhyaBebek,Indonesia,1600,1600.0,1
Dwarkadas J. Sanghvi College of Engineering,India,1665,1530.2,5
RoAlgo,Romania,1558,1545.0,2
National Institute of Technology Kurukshetra,India,1508,1508.0,1
East China University of Technology,China,1559,1536.5,2
Metal Oxide Semiconductor Field Effect Transistor,Turkey,2062,2062.0,1
thpt chuyen luong the vinh,Vietnam,1681,1681.0,1
maharaja surajmal institute of technology,India,1545,1545.0,1
Graphic era deemed university,India,1512,1484.0,2
Hanoistar Secondary School,Vietnam,1504,1504.0,1
tatar solvers,Russia,1694,1694.0,1
IIT Ravet,India,1518,1518.0,1
Instituto Tecnologico de Culiacan,Mexico,1569,1509.5,2
Cool Minecraft Players,Poland,1503,1503.0,1
A2SV,Ethiopia,1503,1503.0,1
Damanhour university - Faculty of computer science,Egypt,1665,1665.0,1
OshSema,Kyrgyzstan,1516,1516.0,1
Varendra University,Bangladesh,1503,1503.0,1
Ulyanovsk STU,Russia,1987,1743.0,2
Anhui University,China,1578,1578.0,1
Luxor University,Palestinian Territory,1595,1541.6666666666667,3
NSUT Delhi,India,1502,1502.0,1
HUST RC,China,1506,1506.0,1
