Organisation,Country,maxRating,avgRating,numUsers
Tecnologico de Monterrey,Mexico,1758,1758.0,1
Shaqra,Saudi Arabia,1501,1501.0,1
geom-hate club,Russia,1686,1686.0,1
Suez Canal University,Egypt,1632,1500.4166666666667,12
Bac Ninh High School for Gifted Students,Vietnam,1501,1462.3333333333333,3
NIT Manipur,India,1584,1584.0,1
Shaoxing No.1 Middle School,China,1567,1567.0,1
Motilal Nehru National Institute Of Technology,India,1539,1475.6666666666667,6
Yeongheung High School,South Korea,1501,1501.0,1
IUT(Islamic university of technology),Palestinian Territory,1595,1595.0,1
fan-club of RockyB,Kazakhstan,1689,1689.0,1
Balkh Army,Tajikistan,1709,1709.0,1
University of Information Technology and Sciences,Bangladesh,1500,1500.0,1
THPT Chuyên Lương Văn Tuỵ,Vietnam,1500,1500.0,1
Iran University of Science And Technology,Iran,1500,1448.5,2
Visvesvaraya National Institute of Technology,India,1648,1588.2,5
SZTU,China,1815,1617.5,2
National Institue of Technology Silchar,India,1650,1650.0,1
City.109,China,1534,1534.0,1
Fr. Conceicao Rodrigues Institute Of Technology,India,1516,1516.0,1
Changchun University,China,1720,1720.0,1
DAV Nerul,India,1570,1570.0,1
IIEST Shibpur,India,1505,1488.6666666666667,3
SundarSTEM Class 11-B,Pakistan,1593,1593.0,1
BABU FANCLUB,India,1632,1546.5,4
PNRPU,Russia,1498,1498.0,1
Type A of Antarctica Orcas,Antarctica,1535,1535.0,1
Thcs Archimedes,Vietnam,1535,1535.0,1
Abobo gare,Ivory Coast,1665,1665.0,1
Indian Institute of Technology Guwahati,India,1543,1485.0,2
BSDEFZ,China,1532,1532.0,1
RWTH Aachen,Germany,1497,1497.0,1
Amrita Vishwa Vidyapeetham,India,1791,1791.0,1
Warsaw University of Technology,Poland,1496,1496.0,1
njtech,China,1529,1529.0,1
Beijing No.80 High School,China,1500,1500.0,1
Earth,Iran,1947,1774.0,2
Saratov Algorithms Haters Club,Russia,1507,1507.0,1
ILS - Informatics of Lam Son,Vietnam,1533,1533.0,1
IIT Dehi,India,1545,1545.0,1
K L University,India,1571,1571.0,1
University of Calgary,Canada,1508,1508.0,1
ZUST,China,1551,1551.0,1
s0meh0pen,United States,1494,1494.0,1
Wuhan Textile University,China,1493,1493.0,1
Yangzhou University,China,1493,1493.0,1
IIT-I,India,1739,1739.0,1
ITSUR,Mexico,1604,1508.0,3
Yerevan State University,Armenia,1631,1627.5,2
Thapar Institute of Engineering and Technology,India,1516,1495.0,2
4th floor toilet,Singapore,1492,1492.0,1
zoo,Kazakhstan,1542,1493.0,3
Hasan0540 Fan Club,Jordan,1564,1564.0,1
Motu panda fan club,India,1745,1745.0,1
Tran Phu High School for Gifted Students,Vietnam,1491,1491.0,1
DAIICT,India,1566,1486.7142857142858,7
Uzdikter,Kazakhstan,1491,1460.0,4
Cq Institute of Engineering,China,1491,1491.0,1
litsey 2,Russia,1551,1484.5,2
National Institute of Technology Jamshedpur,India,1662,1662.0,1
UPML KNU,Ukraine,1539,1514.5,2
Vlad_-_null_vampir Fan Club,Christmas Island,1585,1585.0,1
Marie Curie High School,Vietnam,1960,1960.0,1
Wheatland Elementary,United States,1490,1490.0,1
IFPB João Pessoa,Brazil,1515,1515.0,1
coding knights,Taiwan,1646,1646.0,1
Port Said University,Egypt,1489,1481.0,3
NRU HSE - Nizhny Novgorod,Antarctica,1489,1489.0,1
Huizhou University,China,1654,1654.0,1
BGC Trust University Bangladesh,Bangladesh,1560,1560.0,1
University of St Andrews,Japan,1488,1488.0,1
ISAMM Tunisia,Tunisia,1591,1565.5,2
EOI,Egypt,1636,1544.5,4
Tulskii Gu,Russia,1631,1559.0,2
Suguna PIP School,India,1547,1547.0,1
Pavlodar BIL,Kazakhstan,1508,1497.0,2
TUIT,Uzbekistan,1719,1585.5,2
NIT Allahabad,India,1491,1491.0,1
hangzhou No.14 high school,China,1484,1484.0,1
Federal University of ABC,Brazil,1484,1484.0,1
BJUT,China,1484,1484.0,1
Allame Helli 5,Iran,1728,1728.0,1
Ankara Science High School,Turkey,1661,1661.0,1
Yancheng Institute Of Technology,China,1662,1601.6666666666667,3
Chuyen Tran Phu,Vietnam,1483,1483.0,1
none,India,1684,1684.0,1
the university of jordan,Jordan,1578,1578.0,1
rbssmtkr,India,1482,1482.0,1
PDSU,China,1482,1482.0,1
DGUT,China,1482,1482.0,1
Yarmouk University,Jordan,1580,1477.5,4
southwest petroleum university,China,1820,1820.0,1
International High School of Sarajevo,Bosnia and Herzegovina,1601,1601.0,1
Fun club for Dmitry Voronkov,Russia,1481,1481.0,1
Global Sigma Society,Russia,1481,1481.0,1
Luong The Vinh high shool for the gifted,Vietnam,1528,1528.0,1
Madhav institute of technology and Science,India,1523,1523.0,1
Jizzakh Presidential school,Uzbekistan,1484,1484.0,1
guangxin team,China,1480,1480.0,1
Road To Master,Bolivia,1797,1797.0,1
Manipal University (MUJ) Jaipur,India,1686,1563.0,2
Yale University,Taiwan,1570,1538.5,2
INDIAN INSTIUTE OF INFORMATION TECHNOLOGY GUWAHATI,India,1802,1626.5,2
SRM Institute of science and technology,India,1485,1485.0,1
Chengguan No. 2 Primary School,China,1478,1478.0,1
IIT-BHU Varanasi,India,1630,1507.3333333333333,3
Hadi Takla fan club,Egypt,1546,1546.0,1
1177 Fan Club,China,1665,1665.0,1
FCI sohag university,Egypt,1477,1477.0,1
ljpp,China,1578,1578.0,1
Quoc Hoc High School,Vietnam,1582,1582.0,1
ivaziva_fan_club,Serbia,1476,1476.0,1
Modern Academy,Palestinian Territory,1494,1466.5,2
НАО РФМШ,Kazakhstan,1519,1459.0,5
Aktobe KTL,Kazakhstan,1606,1606.0,1
Korea Digital Media High School,South Korea,1539,1539.0,1
Ülenurme Gümnaasium,Estonia,1475,1475.0,1
CS-Mansoura University,Egypt,1474,1474.0,1
UADY,Mexico,1474,1474.0,1
Allameh Helli 1,Iran,1474,1457.0,2
MAQ Software,India,1473,1473.0,1
RV college of engineering,India,1473,1473.0,1
CNMB Constanta,Romania,1622,1622.0,1
Vishwakarma Institute of Information Technology,India,1473,1473.0,1
THCS Tran Hung Dao,Vietnam,1555,1555.0,1
Shahid Beheshti University,Iran,1750,1750.0,1
NWNU,China,1827,1827.0,1
Taras Shevcenko University of Kiev,Ukraine,1584,1584.0,1
Kangwon National University,South Korea,1472,1451.5,2
ENS Rennes,France,1508,1508.0,1
HTBS,Taiwan,1472,1472.0,1
HKUST-GZ,China,1656,1656.0,1
MBSTU,Bangladesh,1471,1471.0,1
zuccZhejiang University City College,China,1521,1521.0,1
Unisinos,Brazil,1601,1601.0,1
FCAI - Cairo university,Palestinian Territory,1478,1439.0,5
N.I.T. Jamshedpur,India,1537,1537.0,1
IIIT Naya Raipur,India,1578,1471.75,4
PCMS,Macao,1533,1533.0,1
Shahid sadoghi high school,Iran,1470,1470.0,1
Izanami_fan_club,India,1563,1563.0,1
Southwestern University of Finance and Economics,China,1469,1469.0,1
School №1534,Russia,1541,1541.0,1
Huaiyin Middle School,China,1469,1469.0,1
Bilkent University,Turkey,1845,1673.0,2
WenqingForeignLanguagesSchool,China,1468,1468.0,1
ALOI - Algerian OI,Algeria,1580,1580.0,1
rakim's fan,Kazakhstan,1467,1431.5,2
MBOU Gymnasium No. 25,Russia,1482,1482.0,1
Kylych03 Fan Club,Kyrgyzstan,1467,1467.0,1
IFSULDEMINAS,Brazil,1699,1699.0,1
KSP,Russia,1466,1465.5,2
Damascus university  -  ITE,Syria,1605,1544.5,2
Shweta,India,1666,1666.0,1
Universidad de la  Amazonia,Colombia,1598,1486.3333333333333,3
BAUET,Bangladesh,1603,1603.0,1
Sunzizhong Fan Club,China,1466,1447.0,2
clay lovers club,Russia,2152,2152.0,1
Indian Institute of Information Technology Sricity,India,1539,1529.0,2
Arab open university(Egypt),Egypt,1465,1465.0,1
Gyeongi Science High School,South Korea,1536,1536.0,1
UNSW,China,1465,1465.0,1
Pontifícia Universidade Católica de Goias,Brazil,1464,1462.5,2
guanzhuyongchutafeixiexiemiao,Taiwan,1594,1594.0,1
BITS Pilani KK Birla Goa Campus,India,1486,1460.5,2
Cairo University - Faculty of Engineering,Egypt,1520,1488.0,2
Hebei Normal University,China,1530,1530.0,1
FlixBus,Germany,1680,1680.0,1
Ildar Gainullin fun-club,Russia,1757,1757.0,1
Ilinniavik Aninnik,Monaco,1775,1775.0,1
Guancheng Middle School,China,1463,1463.0,1
spclub,Russia,2060,2060.0,1
Damascus -University,Syria,1631,1558.5,2
Xuchang High School,China,1463,1463.0,1
Nupt,China,1800,1800.0,1
Universidad mayor de San Simon,Bolivia,1462,1462.0,1
kaiboy fan club,Palestinian Territory,1558,1558.0,1
FCI_Zagazig University,Palestinian Territory,1549,1549.0,1
# school,United States,1512,1475.5,2
Zewail City of Science and Technology,Egypt,1462,1462.0,1
SMA Negeri 1 Singaraja,Indonesia,1462,1462.0,1
The Harker School,United States,1462,1462.0,1
Yaman-Eyad Fan Club,Syria,1485,1448.6666666666667,3
Guru Jambheswar University Science and Technology,India,1462,1462.0,1
NEXON,Japan,1462,1462.0,1
Communication University of China,China,1546,1546.0,1
Bangladesh University of Professionals(BUP),Bangladesh,1461,1461.0,1
Academy of Economic Studies,Moldova,1575,1575.0,1
Imeon,Tajikistan,1485,1485.0,1
FCI - Luxor University,Egypt,1460,1460.0,1
Anti Humour,India,1500,1500.0,1
Hamas,Palestinian Territory,1459,1459.0,1
Amur State University,Russia,1589,1589.0,1
First IT-Lyceum,Kazakhstan,1500,1500.0,1
Nerds Club,Palestinian Territory,1459,1459.0,1
crutch manufacturing plant,Russia,1724,1724.0,1
Kaaze Fan Club,Indonesia,1581,1581.0,1
Mooli™,Israel,1458,1458.0,1
Clear Lake High School,United States,1650,1650.0,1
IITISM Dhanbad,India,1457,1457.0,1
National Institute of Technology Delhi,India,1457,1457.0,1
University of Oslo,Norway,1479,1479.0,1
Luceum №32,Russia,1505,1505.0,1
Zhejiang University of Science and Technology,China,1486,1486.0,1
57 school,Russia,1472,1448.5,2
YSU,Armenia,1782,1782.0,1
O(verly complicated),Russia,1468,1468.0,1
United College of Engineering and Research,India,1516,1516.0,1
Da Nang University of Science and Technology,Vietnam,1529,1529.0,1
Mr_Wu fan club,China,1481,1481.0,1
Sir M. Visvesvaraya Institute of Technology,India,1537,1537.0,2
Ekiboston BIL,Kazakhstan,1492,1492.0,1
SMAK 1 BPK PENABUR Bandung,Indonesia,1455,1455.0,1
Al-Wataniya Private University,Syria,1487,1447.3333333333333,3
PlaYbOI_CaRTI,India,1464,1464.0,1
NekoTeam,Vietnam,1455,1455.0,1
Aoxiang Cui fan club,India,1562,1562.0,1
Shambhala Education of Moksha,India,1558,1558.0,1
Romashka,Belarus,1489,1489.0,1
Yantai No. 2 Middle School,China,1454,1454.0,1
SMA Santa Maria 1 Cirebon,Indonesia,1574,1574.0,1
JXAU,China,1454,1448.25,4
BURATINO Software,Russia,1970,1970.0,1
Nagoya University,Japan,1910,1910.0,1
DRS International School,India,1703,1703.0,1
Vassu Fan Club,India,1539,1539.0,1
Xi'an Shiyou university,China,1609,1609.0,1
Nandigram_gang,India,1490,1490.0,1
Hanoi University of Science,Vietnam,1685,1685.0,1
FCIS-october 6 university,Egypt,1472,1462.0,2
UNSAAC,Peru,1452,1431.0,2
HUFE,China,1477,1477.0,1
nane fan club,Bosnia and Herzegovina,1452,1452.0,1
PUCP,Peru,1798,1778.5,2
MindTree Ltd,India,1451,1451.0,1
Naejung MS,South Korea,1451,1451.0,1
Faculty of Engineering - Zagazig University,Palestinian Territory,1491,1491.0,1
Indian Institute of Technology Bhubaneswar,India,1490,1455.6666666666667,3
FCI Assiut University,Egypt,1450,1450.0,1
HQ,Russia,1450,1450.0,1
AlgorithmsCaiGouTeam,China,1583,1583.0,1
CAUC,China,1450,1450.0,1
Tier 1e18,India,1450,1450.0,1
Anti-Entropy,Estonia,1462,1462.0,1
Lebanese University,Lebanon,1584,1503.5,2
Ocean University of China,Germany,1473,1473.0,1
Sree Vidyanikethan Engineering College,India,1449,1449.0,1
Chennai Mathematical Institute,India,1580,1501.3333333333333,3
Stuyvesant HS,United States,1510,1510.0,1
University of Calcutta,India,1448,1448.0,1
Casper's Celestial Chasers,North Macedonia,1722,1722.0,1
Haldia Institute Of Technology,India,1448,1448.0,1
BSU FPMI,Belarus,1645,1645.0,1
Oyunlag,Mongolia,1568,1531.5,2
Dhaka University of Engineering and Technology,Bangladesh,1447,1447.0,1
Indian Institute of Information Technology,India,1631,1631.0,1
ldrp,India,1450,1450.0,1
Gwangju IST,South Korea,1489,1489.0,1
The Maharaja Sayajirao University of Baroda,India,1934,1934.0,1
Don't Put Walnuts in Mixed Nuts High School,Saint Kitts and Nevis,1446,1446.0,1
No.1 Middle School of Yongtai,China,1609,1609.0,1
Sinhgad College Of Engineering,India,1474,1474.0,1
BrSU,Belarus,1621,1621.0,1
DCRUST Murthal,India,1693,1693.0,1
Manipal University Jaipur,India,1512,1512.0,1
SibSUTIS,Russia,1840,1749.0,2
SRKR ENGINEERING COLLEGE,India,1445,1445.0,1
Tokyo University of Science,Japan,1504,1504.0,1
IIIT Kalyani,India,1445,1445.0,1
Theek_Thaak_IIT,India,1484,1484.0,1
Ateneo de Manila U,Philippines,1605,1605.0,1
VF VolSU,Russia,1559,1559.0,1
Dr. BR Ambedkar NIT Jalandhar,India,1444,1444.0,1
Kalyani Government Engineering College,India,1575,1520.0,3
Hans-Thoma-Gymnasium,Germany,1444,1444.0,1
Alborz high school,Iran,1444,1444.0,1
Institut Teknologi Sepuluh Nopember,Indonesia,1444,1444.0,1
The classical gimnasium 610,Russia,1559,1559.0,1
URFU,Cyprus,1458,1458.0,1
Universidad Francisco de Paula Santander,Colombia,1567,1567.0,1
Ormlis is my waifu,Russia,1468,1468.0,1
GBOU RILI,Japan,1555,1555.0,1
Sardar Patel Institute of technology,India,1606,1606.0,1
AshishGup Fanclub,Bosnia and Herzegovina,1594,1594.0,1
Damacuses_university ITE,Syria,1530,1530.0,1
Hefei No.45 Middle School,China,1550,1550.0,1
China University of Geosciences,China,1482,1482.0,1
Bangladesh University of Eng. and Tech. BUET,Bangladesh,1442,1442.0,1
Universidad Tecnológica de Pereira,Colombia,1708,1708.0,1
Accenture,India,1441,1441.0,1
Singidunum University,Serbia,1557,1557.0,1
University of Alabama,United States,1487,1487.0,1
Kamla Nehru Institute Of Technology,India,1551,1493.6666666666667,3
Lianjiang Qiming School,China,1456,1456.0,1
Poisk,Russia,1572,1572.0,1
National Institute of Technology Rourkela,India,1494,1494.0,1
Amazon,India,1441,1441.0,1
Liaoning Shihua University,China,1440,1440.0,1
HCMC University of Information Technology,Vietnam,1440,1440.0,1
Universidad Mayor de San Andrés,Bolivia,1440,1440.0,1
heilongjiangUniversity,China,1440,1440.0,1
Hangzhou Normal University,China,1472,1472.0,1
Shenyang Aerospace University,China,1500,1500.0,1
IIITDELHI,India,1523,1523.0,1
IPVCE Carlos Marx,Cuba,1439,1439.0,1
College - VNRVJIET,India,1439,1420.5,2
Mansoura University - Faculty of Engineering,Egypt,1439,1439.0,1
ICL Vladimir,Russia,1565,1565.0,1
Mziuri,Georgia,1463,1463.0,1
Uzhhorod Scientific Lyceum,Ukraine,1479,1479.0,1
Minufiya university,Palestinian Territory,1438,1438.0,1
or2,Canada,1438,1438.0,1
MBM Engineering College,India,1438,1438.0,1
Acropolis Institute of Technology and Research,India,1513,1513.0,1
zzfls,China,1437,1437.0,1
IIEST Shibpur 116,India,1469,1469.0,1
nogua,India,1437,1437.0,1
yutabi fan club,Turkey,1485,1485.0,1
UFRGS,Brazil,1471,1471.0,1
DSA,China,1466,1451.0,2
Netaji Subhash Engineering College,India,1523,1523.0,1
talant07_Fan_Club,Kyrgyzstan,1444,1444.0,1
ISIS,Kazakhstan,1467,1467.0,1
Dragnoid99 Fan Club,India,1435,1435.0,1
CDEFLS,China,1518,1518.0,1
IT GB Pininfarina (Moncalieri),Italy,1485,1485.0,1
Farzanegan 5 Fateh,Iran,1518,1518.0,1
Yessenov University (YU),Kazakhstan,1529,1529.0,1
Bharati Vidyapeeth College of Engineering,India,1546,1546.0,1
Yichun University,China,1434,1434.0,1
IIIT Trichy,India,1578,1578.0,1
MTI university,Palestinian Territory,1434,1425.5,2
BUCT,China,1454,1454.0,1
University of Warwick,United Kingdom,1799,1799.0,1
NGC 224,South Korea,1433,1433.0,1
Meerut Institue of Engineering and Technology,India,1433,1433.0,1
SOCIOPATE fan club,Belarus,1602,1602.0,1
Antier,India,1449,1449.0,1
University of Central Asia,Kyrgyzstan,1432,1432.0,1
The LNM Institute of Information Technology,India,1484,1484.0,1
Hrust_Moment,Russia,1432,1432.0,1
Black Plasma Studio,Vietnam,1432,1432.0,1
Zhuhai No.3 Middle School,China,1564,1564.0,1
THPT Chuyen Thang Long Dalat,Vietnam,1540,1511.0,2
Prof. Ram Meghe Institute of Technology  Research,India,1438,1438.0,1
' IIT  Guwahati ',India,1520,1520.0,1
University of Shanghai for Science and Technology,China,1497,1497.0,1
THPT Chuyen Bac Giang,Vietnam,1431,1431.0,1
FEFU,Russia,1565,1565.0,1
Midgard,India,1507,1507.0,1
Khata Islama,Kazakhstan,1514,1514.0,1
Southern FU (Taganrog),Russia,1429,1429.0,1
Karasuno High School,Japan,1429,1429.0,1
Ahram Canadian University,Egypt,1493,1493.0,1
IITROORKEE,India,1531,1531.0,1
tyro fan club,India,1536,1536.0,1
HCMUS - University of Science,Vietnam,1428,1428.0,1
ABV IIITM GWALIOR,India,1452,1452.0,1
Munther farm carrots,Saudi Arabia,1490,1490.0,1
VIT BHOPAL,India,1428,1428.0,1
Zhejiang Gongshang University,China,1428,1428.0,1
KAUST,Saudi Arabia,1526,1526.0,1
LZU,China,1525,1525.0,1
Lakshmi Narain College of Technology,India,1427,1427.0,1
TangShan No.1 High School,China,1427,1427.0,1
NCWU,China,1553,1553.0,1
VIT CHENNAI CAMPUS,India,1427,1427.0,1
Green University Of Bangladesh,Bangladesh,1523,1472.5,2
Orel SU,Russia,1736,1736.0,1
Hacettepe University,Turkey,1425,1425.0,1
University Innopolis,Russia,1499,1499.0,1
Nanning No.3 High School,China,1565,1468.0,3
University of Manchester,United Kingdom,1424,1424.0,1
Ningbo University,China,1424,1424.0,1
BostonGene,Russia,1745,1745.0,1
BML Munjal University,India,1774,1774.0,1
IIT Rookee,India,1641,1521.0,2
HNUE High School for Gifted Student,Vietnam,1483,1483.0,1
AkaliFanClub,Brazil,1513,1513.0,1
Cloudera,Nepal,1461,1461.0,1
Liceul Teoretic Callatis,Romania,1455,1455.0,1
KT,Russia,1464,1464.0,1
Jatiya Kabi Kazi Nazrul Islam University,Bangladesh,1423,1423.0,1
ki korlam gebone,Japan,1423,1423.0,1
North Allegheny HS,United States,1422,1422.0,1
Kamnoetvidya Science Academy,Thailand,1422,1422.0,1
MohammadHijaz Fan Club,Palestinian Territory,1422,1422.0,1
Bangalore Institute of Technology,India,1449,1449.0,1
1337,Morocco,1422,1422.0,1
MBM University,India,1422,1422.0,1
UFPI,Brazil,1422,1422.0,1
Indian Institute of Technology  Kharagpur,India,1555,1555.0,1
University of Asia Pacific,Bangladesh,1421,1421.0,1
Techno India University(TIU),India,1421,1421.0,1
SASTRA University,India,1421,1421.0,1
CUMT,China,1421,1421.0,1
IIIT-Allahabad,India,1421,1421.0,1
Sport complex 'Modun',Russia,1626,1626.0,1
UT Austin,United States,1422,1422.0,1
COESI - Colégio de Orientação e Estudos Integrados,Brazil,1420,1420.0,1
CMR INSTITUTE OF TECHNOLOGY HYDERABAD,India,1420,1420.0,1
School,Thailand,1485,1485.0,1
MMCOE,India,1420,1420.0,1
Universidad de los Andes,Colombia,1666,1666.0,1
PMC Redan,Russia,1419,1419.0,1
NITJ,India,1419,1419.0,1
PSUT,Jordan,1820,1629.0,2
university of aleppo,Syria,1473,1473.0,1
the GAYs,Vietnam,1444,1444.0,1
PPU,Palestinian Territory,1540,1540.0,1
MAN 2 Pekanbaru,Indonesia,1418,1418.0,1
ALO Gliwice,Poland,1418,1418.0,1
' IIT Guwahati ',India,1418,1418.0,1
Samara Regional center for gifted children,Russia,1560,1560.0,1
Separatist Alliance,Antarctica,1417,1417.0,1
ANOO 'Phystech-Lyceum' of P. L. Kapitsa,Russia,1417,1417.0,1
TDN,Russia,1416,1416.0,1
NMIET,India,1512,1512.0,1
FCI - Cairo University,Egypt,1416,1416.0,1
GBOU RD RFMLI,Russia,1549,1549.0,1
MNNIT Allahabad,India,1464,1464.0,1
Lycée Pilote Manzeh 8,Tunisia,1430,1430.0,1
IIITB,India,1415,1415.0,1
Indian Institute of Technology Hyderabad,India,1541,1541.0,1
Mozheng Xiang,China,1415,1415.0,1
PTITHCM-Vietnam,Vietnam,1415,1415.0,1
Rayimboy fan club,Uzbekistan,1415,1415.0,1
kaspi.kz,Kazakhstan,1684,1684.0,1
University of Calabria,Italy,1534,1534.0,1
Guruji9.91 Fanclub,India,1414,1414.0,1
University of Engineering and Management Kolkata,India,1506,1480.5,2
RCOEM,India,1470,1470.0,1
Aqeq Fan Club,Russia,1414,1414.0,1
hdu,China,1793,1793.0,1
American Univeristy of Beirut,Lebanon,1543,1543.0,1
Parul University,India,1413,1413.0,1
Manipal Institute of Technology,India,1549,1549.0,1
No.2 middle School attached to Shijiazhuangerzhong,China,1462,1462.0,1
Lnmiit Jaipur,India,1412,1412.0,1
Hebei University of Technology,China,1736,1736.0,1
M S Ramaiah Institute of Technology,India,1484,1484.0,1
Faculty of computers and information technology,Egypt,1459,1459.0,1
South Park Elementary,Tajikistan,1508,1508.0,1
NRU HSE - Perm,Russia,1507,1507.0,1
Kansello_fun_club,Kyrgyzstan,1412,1412.0,1
Universidad de Concepcion,Chile,1451,1451.0,1
Gharbiya STEM School,Egypt,1429,1429.0,1
ECJTUACM,China,1412,1412.0,1
Ain Shams FCIS,Egypt,1440,1440.0,1
North-Caucasus FU,Russia,1529,1529.0,1
Sharechat,India,1693,1693.0,1
Indian Institute of Information Tech Allahabad,India,1608,1509.5,2
Ramaiah Institute of Technology,India,1458,1458.0,1
UNIVERSITY OF SOUTH FLORIDA,Uzbekistan,1538,1538.0,1
2.gimnazija Maribor,Slovenia,1599,1599.0,1
Dhaka International University,Bangladesh,1410,1410.0,1
Hate club Oleg Khristenko's,Russia,1467,1467.0,1
where they teach PROLOG,India,1410,1410.0,1
Hubei University,China,1410,1410.0,1
Home-in University,China,1410,1410.0,1
college of engineering roorkee,India,1606,1606.0,1
AIT Pune,India,1450,1450.0,1
PUCIT,Pakistan,1409,1409.0,1
Southwest jiaotong university,China,1528,1528.0,1
Aberystwyth University,Spain,1463,1463.0,1
RGUKT Basar,India,1409,1409.0,1
DHSBNHS,Philippines,1409,1409.0,1
CVR College Of Engineering,India,1409,1409.0,1
Hate club ybirshica is ITMO,Russia,1408,1408.0,1
五维介质Official,China,1408,1408.0,1
Brainware University,India,1469,1469.0,1
Whale Bay,Chad,1408,1408.0,1
SMA Kr. Petra 2,Indonesia,1427,1427.0,1
Indiana University Bloomington,United States,1502,1502.0,1
CBTis 217,Mexico,1408,1408.0,1
Vilnius lyceum,Lithuania,1408,1408.0,1
University Institute of Technology Burdwan,India,1662,1662.0,1
ONPU,Ukraine,1696,1696.0,1
IOE Pulchowk Campus,Nepal,1407,1407.0,1
Universidad Peruana de Ciencias Aplicadas,Peru,1453,1428.0,2
VlSU,Russia,1551,1551.0,1
Maite_Morales_Fan_Club,Cuba,1586,1586.0,1
SibFU,Russia,1406,1406.0,1
Manarat International University,Bangladesh,1481,1481.0,1
Adobe Systems,India,1685,1685.0,1
Other,India,1405,1405.0,1
Chuyen Chu Van An High School,Vietnam,1405,1405.0,1
Gia Dinh High School,Vietnam,1405,1405.0,1
CTU in Prague,Czechia,1417,1417.0,1
NIS CBD Almaty city,Kazakhstan,1665,1665.0,1
FCI-Cairo univerisity,Egypt,1559,1559.0,1
AAST Arab Academy,Egypt,1486,1486.0,1
IPVCE Luis Urquiza Jorge,Cuba,1562,1562.0,1
Cognizant Technology Solutions,India,1545,1545.0,1
Jagannath University,Bangladesh,1574,1489.0,2
SMA Pradita Dirgantara,Indonesia,1522,1522.0,1
Jakarta Intercultural School,Indonesia,1403,1403.0,1
ACM Chapter Cusco,Peru,1449,1449.0,1
FoxFord,China,1402,1402.0,1
Delhi Public School R.K.Puram,India,1482,1482.0,1
Aktobe BIL,Kazakhstan,1402,1402.0,1
Egyptian E-Learning University,Egypt,1402,1402.0,1
IIIT   Lucknow,India,1402,1402.0,1
National Taiwan Normal U,Taiwan,1402,1402.0,1
Nazarbayev Intellectual school,Kazakhstan,1467,1467.0,1
Indraprastha World School,India,1402,1402.0,1
SK Hynix,South Korea,1485,1485.0,1
VMware,India,1697,1697.0,1
PJATK(PJWSTK),Poland,1517,1517.0,1
IIIT GUWAHATI,India,1436,1436.0,1
THPT Trần Phú,Vietnam,1401,1401.0,1
Universidade de Coimbra,Portugal,1401,1401.0,1
Dhirubhai Ambani Institute of Info and Comm Tech,India,1401,1401.0,1
THPT An Lão,Vietnam,1990,1990.0,1
Liaoning University,China,1453,1453.0,1
Kasukabe Defence Group,India,1401,1401.0,1
Madan Mohan Malviya University Of Technology,India,1421,1421.0,1
FAST NUCES,Pakistan,1401,1401.0,1
NielsenIQ,India,1537,1537.0,1
Shijiazhuang No.2 Middle School(North),China,1400,1400.0,1
IISER Bhopal,India,1477,1477.0,1
!!!,Spain,1441,1441.0,1
nitech,Japan,1567,1567.0,1
THPT chuyen Ly Tu Trong,Vietnam,1402,1401.0,2
CHT Fan Club,Palestinian Territory,1517,1517.0,1
SIES GST,India,1744,1744.0,1
o6re4en,Russia,1446,1446.0,1
Universidade Federal do Piauí,Brazil,1964,1964.0,1
Sun Yat-sen  Memorial Secondary School,China,1560,1560.0,1
Chonbuk NU,South Korea,1485,1485.0,1
Anhui Normal University,China,1402,1402.0,1
PDPM IIITDM JABALPUR,India,1428,1428.0,1
PDPM IIITDMJabalpur,India,1397,1397.0,1
Northwest Normal University,China,1408,1408.0,1
University of Jinan,China,1409,1409.0,1
Universidad Tecnica Federico Santa Maria,Chile,1396,1396.0,1
Harvard,Morocco,1471,1471.0,1
ENSA Marrakech,Morocco,1679,1679.0,1
UP Diliman,Philippines,1494,1494.0,1
Somewhere on the earth,India,1532,1532.0,1
Infinite Loop,India,1550,1550.0,1
Shajalal  University Of Science And Technology,Bangladesh,1427,1427.0,1
SMAN 1 Ambon,Indonesia,1458,1458.0,1
Guangming Senior High school,China,1440,1440.0,1
University of Colorado,United States,1662,1662.0,1
IIT KGP,India,1394,1394.0,1
horny degs(bgi dega),Tajikistan,1494,1494.0,1
UFC Quixadá,Brazil,1651,1651.0,1
MG 'n' ETF Belgrade,Serbia,1627,1627.0,1
